X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y,LATITUDE,LONGITUDE
2715530.047,2400131.218,64,T20150020725,2015/10/07 00:00:00+00,07.:0.00,2,1,Collision with vehicle,A,B,53,4,Motorcyclists,F,On PRINCES HIGHWAY 1134m W from Int MCARTHURS ROAD,197280,N,N,Non Intersection,2510,PRINCES,HIGHWAY,MCARTHURS,ROAD,Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2715530.047,2400131.218,-37.8749417,147.4500806
2304566.052,2486213.714,65,T20150020738,2015/10/07 00:00:00+00,12.:4.00,2,1,Collision with vehicle,A,A,26,2,Drivers,F,On WESTERN HIGHWAY 387m NW from Int HARVEY LANE,294760,N,N,Non Intersection,2520,WESTERN,HIGHWAY,HARVEY,LANE,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Country,2304566.052,2486213.714,-37.1038999,142.8008802
2474515.208,2432261.591,66,T20150020796,2015/10/08 00:00:00+00,10.:3.00,2,1,Collision with vehicle,A,B,60,6,Bicyclists,M,On VINEYARD ROAD 120m S from Int OLD VINEYARD ROAD,295473,N,N,Non Intersection,5052,VINEYARD,ROAD,OLD VINEYARD,ROAD,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2474515.208,2432261.591,-37.61008039,144.7113412
2477775.83,2350116.612,67,T20150020805,2015/10/08 00:00:00+00,15.:3.00,2,1,Collision with vehicle,A,B,84,2,Drivers,M,On MELBOURNE ROAD 29m SE from Int WAVERLY STREET,295864,N,N,Non Intersection,9999,MELBOURNE,ROAD,WAVERLY,STREET,Non Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2477775.83,2350116.612,-38.35023121,144.7457886
2239817.525,2536066.252,68,T20150021103,2015/10/12 00:00:00+00,14.:5.00,1,4,Collision with a fixed object,A,1,79,3,Passengers,M,On DAHLEN QUARRY ROAD 785m W from Int WALSHS ROAD,294918,N,N,Non Intersection,9999,DAHLEN QUARRY,ROAD,WALSHS,ROAD,Non Declared Road,HORSHAM,WESTERN REGION,Country,2239817.525,2536066.252,-36.63911352,142.08984
2473985.265,2431219.717,69,T20150021258,2015/10/14 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,A,72,2,Drivers,M,At Int of VINEYARD ROAD and BANKS DRIVE,61095,I,I,Intersection,5052,VINEYARD,ROAD,BANKS,DRIVE,Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2473985.265,2431219.717,-37.61945377,144.7053022
2264315.384,2516980.225,70,T20150021465,2015/10/17 00:00:00+00,08.:1.00,2,1,Collision with vehicle,A,A,31,2,Drivers,M,On WESTERN HIGHWAY 54m NW from Int WINFIELDS ROAD,295096,N,N,Non Intersection,2520,WESTERN,HIGHWAY,WINFIELDS,ROAD,Declared Road,HORSHAM,WESTERN REGION,Country,2264315.384,2516980.225,-36.81749093,142.3577792
2525115.476,2403897.352,71,T20150021474,2015/10/15 00:00:00+00,22.:5.00,1,2,Struck Pedestrian,A,2,36,1,Pedestrians,M,On DORSET ROAD 36m N from Int DOUGLAS STREET,295519,N,N,Non Intersection,5784,DORSET,ROAD,DOUGLAS,STREET,Declared Road,KNOX,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2525115.476,2403897.352,-37.86565997,145.285439
2519586.183,2391930.132,72,T20150021507,2015/10/17 00:00:00+00,21.:4.00,2,1,Collision with vehicle,A,A,31,4,Motorcyclists,M,At Int of STUD ROAD and AXEL STREET,873,I,I,Intersection,2090,STUD,ROAD,AXEL,STREET,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2519586.183,2391930.132,-37.97361281,145.2229169
2524734.409,2469466.823,73,T20150021550,2015/10/18 00:00:00+00,12.:0.00,1,4,Collision with a fixed object,A,A,47,4,Motorcyclists,M,On BROADFORD-FLOWERDALE ROAD 2952m N from Int MOORES ROAD,295097,N,N,Non Intersection,5514,BROADFORD-FLOWERDALE,ROAD,MOORES,ROAD,Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2524734.409,2469466.823,-37.27483685,145.2789248
2628462.266,2365525.058,74,T20150021749,2015/10/20 00:00:00+00,12.:2.00,2,1,Collision with vehicle,A,1,45,3,Passengers,F,On OLD MELBOURNE ROAD 1108m W from Int AIRFIELD ROAD,295168,N,N,Non Intersection,9999,OLD MELBOURNE,ROAD,AIRFIELD,ROAD,Non Declared Road,LATROBE,EASTERN REGION,Country,2628462.266,2365525.058,-38.20278557,146.4665889
2628621.268,2582904.475,75,T20150021822,2015/10/22 00:00:00+00,00.:0.00,1,4,Collision with a fixed object,A,1,45,3,Passengers,M,On HUME FREEWAY(R) 2877m NE from Int CARRARAGARMUNGEE ESTATE ROAD,295474,N,N,Non Intersection,2550,HUME,FREEWAY,CARRARAGARMUNGEE ESTATE,ROAD,Declared Road,WANGARATTA,NORTH EASTERN REGION,Country,2628621.268,2582904.475,-36.24411018,146.4311003
2475097.033,2400516.619,76,T20150021885,2015/10/22 00:00:00+00,13.:2.00,2,1,Collision with vehicle,A,2,63,3,Passengers,F,At Int of HACKETTS ROAD and SNEYDES ROAD,341350,I,I,Intersection,9999,HACKETTS,ROAD,SNEYDES,ROAD,Non Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2475097.033,2400516.619,-37.89612523,144.7168619
2494767.526,2436078.547,77,T20150021923,2015/10/23 00:00:00+00,07.:4.00,1,4,Collision with a fixed object,A,A,28,2,Drivers,M,On 2550R 5500B 35m SW from Int HUME FREEWAY,295272,N,N,Non Intersection,7598,2550R 5500B, ,HUME,FREEWAY,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2494767.526,2436078.547,-37.57602001,144.94076
2528964.2,2401591.735,78,T20150021964,2015/10/23 00:00:00+00,17.:3.00,2,1,Collision with vehicle,A,A,54,2,Drivers,M,On MOUNT DANDENONG TOURIST ROAD 68m E from Int HUGHES STREET,295312,N,N,Non Intersection,4991,MOUNT DANDENONG TOURIST,ROAD,HUGHES,STREET,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2528964.2,2401591.735,-37.88632107,145.3292703
2480700.723,2422583.522,79,T20150021973,2015/10/24 00:00:00+00,00.:5.00,3,1,Collision with vehicle,A,B,25,2,Drivers,M,At Int of MELTON HIGHWAY and KINGS ROAD,29435,I,I,Intersection,2040,MELTON,HIGHWAY,KINGS,ROAD,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2480700.723,2422583.522,-37.69743395,144.7811504
2510367.654,2396391.654,80,T20150022025,2015/10/24 00:00:00+00,20.:3.00,2,2,Struck Pedestrian,A,1,80,1,Pedestrians,F,At Int of CLAYTON ROAD and MURDOCK STREET,69771,I,I,Intersection,5803,CLAYTON,ROAD,MURDOCK,STREET,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2510367.654,2396391.654,-37.93356551,145.117935
2531888.424,2588536.405,81,T20150022156,2015/10/26 00:00:00+00,13.:1.00,1,4,Collision with a fixed object,A,A,52,4,Motorcyclists,M,On MOORES ROAD 257m S from Int BOUNDARY ROAD,295362,N,N,Non Intersection,9999,MOORES,ROAD,BOUNDARY,ROAD,Non Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2531888.424,2588536.405,-36.20153001,145.3545972
2557802.541,2596290.536,82,T20150022176,2015/10/26 00:00:00+00,12.:3.00,4,1,Collision with vehicle,A,B,61,2,Drivers,M,On KATAMATITE-SHEPPARTON ROAD 67m E from Int CORNFORD ROAD,295361,N,N,Non Intersection,5419,KATAMATITE-SHEPPARTON,ROAD,CORNFORD,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2557802.541,2596290.536,-36.1304241,145.642172
2518028.66,2388685.043,83,T20150022352,2015/10/28 00:00:00+00,21.:0.00,1,2,Struck Pedestrian,A,1,16,1,Pedestrians,F,On DANDENONG BYPASS(R) 235m W from Int HAMMOND ROAD,298628,N,N,Non Intersection,2420,DANDENONG,BYPASS,HAMMOND,ROAD,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2518028.66,2388685.043,-38.00288041,145.2052699
2515994.248,2381943.797,84,T20150022391,2015/10/29 00:00:00+00,07.:2.00,3,4,Collision with a fixed object,A,A,50,4,Motorcyclists,M,On WORSLEY ROAD 896m N from Int THOMPSON ROAD,295768,N,N,Non Intersection,9999,WORSLEY,ROAD,THOMPSON,ROAD,Non Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2515994.248,2381943.797,-38.06365049,145.1822536
2543140.525,2610944.663,85,T20150022488,2015/10/30 00:00:00+00,12.:2.00,2,1,Collision with vehicle,A,A,92,2,Drivers,F,At Int of HENDYS ROAD and SANDMOUNT ROAD,58422,I,I,Intersection,9999,HENDYS,ROAD,SANDMOUNT,ROAD,Non Declared Road,MOIRA,NORTH EASTERN REGION,Country,2543140.525,2610944.663,-35.99913509,145.4784656
2548666.841,2530378.807,86,T20150022725,2015/11/02 00:00:00+00,18.:3.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,M,On EUROA-SHEPPARTON ROAD 766m NW from Int WOOD ROAD,296244,N,N,Non Intersection,5416,EUROA-SHEPPARTON,ROAD,WOOD,ROAD,Declared Road,STRATHBOGIE,NORTH EASTERN REGION,Country,2548666.841,2530378.807,-36.72495996,145.5448701
2596252.024,2308761.725,87,T20150023034,2015/11/06 00:00:00+00,16.:2.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,F,On MEENIYAN-PROMONTORY ROAD 607m E from Int BATHS ROAD,295799,N,N,Non Intersection,5591,MEENIYAN-PROMONTORY,ROAD,BATHS,ROAD,Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2596252.024,2308761.725,-38.71792747,146.1064305
2626992.51,2560314.08,88,T20150023100,2015/11/07 00:00:00+00,16.:2.00,2,1,Collision with vehicle,A,B,50,6,Bicyclists,M,On SNOW ROAD 488m W from Int CHURCH LANE,295912,N,N,Non Intersection,5574,SNOW,ROAD,CHURCH,LANE,Declared Road,WANGARATTA,NORTH EASTERN REGION,Country,2626992.51,2560314.08,-36.44790495,146.4167209
2244878.868,2534786.753,89,T20150023154,2015/11/08 00:00:00+00,16.:4.00,2,1,Collision with vehicle,A,A,19,2,Drivers,F,On WESTERN HIGHWAY 178m NW from Int PELCHEN AVENUE,296074,N,N,Non Intersection,2520,WESTERN,HIGHWAY,PELCHEN,AVENUE,Declared Road,HORSHAM,WESTERN REGION,Country,2244878.868,2534786.753,-36.65202055,142.1459883
2508990.552,2388173.411,90,T20150023180,2015/11/09 00:00:00+00,07.:4.00,3,1,Collision with vehicle,A,C,47,2,Drivers,F,On GOVERNOR ROAD 20m W from Int SPRAY AVENUE,296032,N,N,Non Intersection,9999,GOVERNOR,ROAD,SPRAY,AVENUE,Non Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2508990.552,2388173.411,-38.00762141,145.1023706
2443778.667,2488552.94,91,T20150023594,2015/11/14 00:00:00+00,17.:4.00,1,2,Struck Pedestrian,A,1,82,1,Pedestrians,M,On CALDER FREEWAY(R) 2897m E from Int BASSETTS-CALDER IN RAMP ON,296116,N,N,Non Intersection,2530,CALDER,FREEWAY,BASSETTS-CALDER IN ON,RAMP,Declared Road,MOUNT ALEXANDER,NORTHERN REGION,Bendigo,2443778.667,2488552.94,-37.10147885,144.3674413
2409277.677,2428810.876,92,T20150023600,2015/11/14 00:00:00+00,21.:0.00,1,4,Collision with a fixed object,A,A,38,2,Drivers,M,On YENDON NO 2 ROAD 58m W from Int YENDON-EGERTON ROAD,296104,N,N,Non Intersection,9999,YENDON NO 2,ROAD,YENDON-EGERTON,ROAD,Non Declared Road,MOORABOOL,WESTERN REGION,Ballarat,2409277.677,2428810.876,-37.63710835,143.9720295
2439758.786,2361472.765,93,T20150023627,2015/11/15 00:00:00+00,09.:0.00,2,1,Collision with vehicle,A,A,32,2,Drivers,M,On MT DUNEED ROAD 630m W from Int WILLIAMS ROAD,296105,N,N,Non Intersection,5107,MT DUNEED,ROAD,WILLIAMS,ROAD,Declared Road,SURF COAST,SOUTH WESTERN REGION,Country,2439758.786,2361472.765,-38.24624231,144.3118796
2516053.531,2393855.226,94,T20150023675,2015/11/16 00:00:00+00,06.:5.00,2,1,Collision with vehicle,A,B,52,6,Bicyclists,M,At Int of PRINCES HIGHWAY and DUNBLANE ROAD,42583,I,I,Intersection,2510,PRINCES,HIGHWAY,DUNBLANE,ROAD,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2516053.531,2393855.226,-37.95633662,145.1826687
2505290.464,2404226.428,95,T20150023839,2015/11/18 00:00:00+00,08.:4.00,4,1,Collision with vehicle,A,A,28,4,Motorcyclists,M,On MONASH FREEWAY(R) 336m S from Int HIGH STREET,296970,N,N,Non Intersection,2000,MONASH,FREEWAY,HIGH,STREET,Declared Road,STONNINGTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2505290.464,2404226.428,-37.86301923,145.0601243
2509317.399,2587569.923,96,T20150024246,2015/11/23 00:00:00+00,22.:3.00,2,1,Collision with vehicle,A,1,18,3,Passengers,M,On TREVASKIS ROAD 63m N from Int HAWDON ROAD,296452,N,N,Non Intersection,9999,TREVASKIS,ROAD,HAWDON,ROAD,Non Declared Road,CAMPASPE,NORTHERN REGION,Country,2509317.399,2587569.923,-36.21073,145.103621
2503130.337,2406304.5,97,T20150024295,2015/11/24 00:00:00+00,14.:0.00,3,1,Collision with vehicle,A,A,61,4,Motorcyclists,M,At Int of TOORAK ROAD and AVENEL ROAD,40317,I,I,Intersection,5898,TOORAK,ROAD,AVENEL,ROAD,Declared Road,STONNINGTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2503130.337,2406304.5,-37.84430581,145.0355664
2420355.881,2495548.751,98,T20150024499,2015/11/26 00:00:00+00,21.:1.00,1,4,Collision with a fixed object,A,A,25,2,Drivers,F,On CASTLEMAINE-MALDON ROAD 60m NW from Int PULLANS ROAD,296581,N,N,Non Intersection,5204,CASTLEMAINE-MALDON,ROAD,PULLANS,ROAD,Declared Road,MOUNT ALEXANDER,NORTHERN REGION,Bendigo,2420355.881,2495548.751,-37.03674012,144.1046599
2533351.786,2476660.583,99,T20150024572,2015/11/27 00:00:00+00,17.:1.00,1,4,Collision with a fixed object,A,A,28,2,Drivers,M,On GOULBURN VALLEY HIGHWAY 155m E from Int HAMILTONS ROAD,296582,N,N,Non Intersection,2640,GOULBURN VALLEY,HIGHWAY,HAMILTONS,ROAD,Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2533351.786,2476660.583,-37.20974189,145.3757801
2559205.944,2374394.678,100,T20150024647,2015/11/28 00:00:00+00,19.:1.00,2,1,Collision with vehicle,A,3,32,3,Passengers,F,At Int of BUNYIP RIVER ROAD and THIRTEEN MILE ROAD,45269,I,I,Intersection,9999,BUNYIP RIVER,ROAD,THIRTEEN MILE,ROAD,Non Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2559205.944,2374394.678,-38.12990581,145.6752483
2547784.409,2584291.483,101,T20150024757,2015/11/30 00:00:00+00,08.:0.00,2,1,Collision with vehicle,A,A,29,2,Drivers,M,At Int of KATANDRA MAIN ROAD and LABUAN ROAD,229620,I,I,Intersection,9999,KATANDRA MAIN,ROAD,LABUAN,ROAD,Non Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2547784.409,2584291.483,-36.23912032,145.53162
2494858.574,2428727.132,102,T20150024760,2015/11/30 00:00:00+00,03.:3.00,2,1,Collision with vehicle,A,3,15,3,Passengers,M,At Int of SOMERTON ROAD and UNION ROAD,37164,I,I,Intersection,5960,SOMERTON,ROAD,UNION,ROAD,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2494858.574,2428727.132,-37.64226231,144.9417399
2535365.593,2570865.033,103,T20150025035,2015/12/03 00:00:00+00,18.:5.00,2,2,Struck Pedestrian,A,B,21,6,Bicyclists,M,On PACKHAM STREET 36m NW from Int TILTON STREET,296848,N,N,Non Intersection,9999,PACKHAM,STREET,TILTON,STREET,Non Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2535365.593,2570865.033,-36.36067002,145.3940761
2239590.878,2802479.15,104,T20150025213,2015/12/05 00:00:00+00,17.:0.00,2,1,Collision with vehicle,A,1,11,3,Passengers,F,At Int of FIFTEENTH STREET and IRYMPLE AVENUE,52544,I,I,Intersection,2530,FIFTEENTH,STREET,IRYMPLE,AVENUE,Declared Road,MILDURA,WESTERN REGION,Country,2239590.878,2802479.15,-34.239605,142.1756834
2239590.878,2802479.15,105,T20150025213,2015/12/05 00:00:00+00,17.:0.00,2,1,Collision with vehicle,A,A,80,2,Drivers,F,At Int of FIFTEENTH STREET and IRYMPLE AVENUE,52544,I,I,Intersection,2530,FIFTEENTH,STREET,IRYMPLE,AVENUE,Declared Road,MILDURA,WESTERN REGION,Country,2239590.878,2802479.15,-34.239605,142.1756834
2461167.06,2548606.55,106,T20150025270,2015/12/06 00:00:00+00,13.:1.00,2,1,Collision with vehicle,A,2,48,3,Passengers,F,On MIDLAND HIGHWAY 918m NE from Int LANMORE ROAD,296945,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,LANMORE,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2461167.06,2548606.55,-36.56113916,144.5661578
2461167.06,2548606.55,107,T20150025270,2015/12/06 00:00:00+00,13.:1.00,2,1,Collision with vehicle,A,B,61,2,Drivers,F,On MIDLAND HIGHWAY 918m NE from Int LANMORE ROAD,296945,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,LANMORE,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2461167.06,2548606.55,-36.56113916,144.5661578
2515820.937,2379053.663,108,T20150025277,2015/12/06 00:00:00+00,13.:3.00,2,1,Collision with vehicle,A,B,58,2,Drivers,F,On FRANKSTON-DANDENONG ROAD 10m SW from Int DINA RETREAT,296944,N,N,Non Intersection,2090,FRANKSTON-DANDENONG,ROAD,DINA,RETREAT,Declared Road,FRANKSTON,METROPOLITAN SOUTH EAST REGION,Metro,2515820.937,2379053.663,-38.08969052,145.1803411
2227360.371,2804744.001,109,T20150025376,2015/12/07 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,A,27,2,Drivers,M,At Int of STURT HIGHWAY and RIVER AVENUE,22636,I,I,Intersection,2610,STURT,HIGHWAY,RIVER,AVENUE,Declared Road,MILDURA,WESTERN REGION,Country,2227360.371,2804744.001,-34.21587377,142.043881
2426964.334,2361686.247,110,T20150025385,2015/12/08 00:00:00+00,01.:3.00,1,4,Collision with a fixed object,A,A,21,2,Drivers,M,On CAPE OTWAY ROAD 91m SW from Int LLOYD MEWS,297041,N,N,Non Intersection,9999,CAPE OTWAY,ROAD,LLOYD,MEWS,Non Declared Road,SURF COAST,SOUTH WESTERN REGION,Country,2426964.334,2361686.247,-38.24339777,144.1657599
2499800.976,2402531.156,111,T20150025544,2015/12/09 00:00:00+00,17.:3.00,2,1,Collision with vehicle,A,A,31,4,Motorcyclists,M,At Int of HOTHAM STREET and ELM STREET,41150,I,I,Intersection,5596,HOTHAM,STREET,ELM,STREET,Declared Road,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner,2499800.976,2402531.156,-37.87830836,144.9977377
2476680.853,2473039.288,112,T20150025949,2015/12/14 00:00:00+00,11.:5.00,2,1,Collision with vehicle,A,A,18,2,Drivers,M,On LANCEFIELD-TOOBORAC ROAD 887m S from Int SHERWOOD COURT,297256,N,N,Non Intersection,5389,LANCEFIELD-TOOBORAC,ROAD,SHERWOOD,COURT,Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2476680.853,2473039.288,-37.24267927,144.737146
2379329.178,2668654.987,113,T20150026425,2015/12/20 00:00:00+00,02.:0.00,3,1,Collision with vehicle,A,A,20,2,Drivers,M,On MURRAY VALLEY HIGHWAY 219m SE from Int TITFORD ROAD,297448,N,N,Non Intersection,2570,MURRAY VALLEY,HIGHWAY,TITFORD,ROAD,Declared Road,SWAN HILL,NORTHERN REGION,Country,2379329.178,2668654.987,-35.47244034,143.6706698
2629380.1,2364747.607,114,T20150026587,2015/12/22 00:00:00+00,07.:5.00,1,4,Collision with a fixed object,A,A,70,2,Drivers,M,On AIRFIELD ROAD 599m S from Int EASTERLY DRIVE,297592,N,N,Non Intersection,9999,AIRFIELD,ROAD,EASTERLY,DRIVE,Non Declared Road,LATROBE,EASTERN REGION,Country,2629380.1,2364747.607,-38.20966045,146.4772034
2495653.006,2406239.129,115,T20150026735,2015/12/23 00:00:00+00,17.:5.00,2,1,Collision with vehicle,A,A,32,4,Motorcyclists,M,On VICTORIA AVENUE 30m SW from Int BARRETT STREET,297593,N,N,Non Intersection,9999,VICTORIA,AVENUE,BARRETT,STREET,Non Declared Road,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2495653.006,2406239.129,-37.84488991,144.9506098
2583011.941,2329880.516,116,T20150026774,2015/12/24 00:00:00+00,05.:1.00,1,4,Collision with a fixed object,A,1,20,3,Passengers,F,On SOUTH GIPPSLAND HIGHWAY 256m N from Int STOCKDALES ROAD,297640,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,STOCKDALES,ROAD,Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2583011.941,2329880.516,-38.52903,145.9518178
2570626.06,2542505.111,117,T20150026916,2015/12/26 00:00:00+00,13.:4.00,1,4,Collision with a fixed object,A,1,64,3,Passengers,M,On HUME FREEWAY(R) 76m SW from Int CREAMERY ROAD,297766,N,N,Non Intersection,2550,HUME,FREEWAY,CREAMERY,ROAD,Declared Road,STRATHBOGIE,NORTH EASTERN REGION,Country,2570626.06,2542505.111,-36.61428668,145.7895882
2549782.032,2410401.219,118,T20150026978,2015/12/27 00:00:00+00,16.:0.00,1,4,Collision with a fixed object,A,1,90,3,Passengers,F,On LUSATIA PARK ROAD 423m E from Int TEESES ROAD,297712,N,N,Non Intersection,9999,LUSATIA PARK,ROAD,TEESES,ROAD,Non Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2549782.032,2410401.219,-37.80606785,145.565332
2480513.34,2404943.424,119,T20150027124,2015/12/29 00:00:00+00,23.:0.00,1,4,Collision with a fixed object,A,1,16,3,Passengers,M,On PRINCES FREEWAY 760m N from Int RAILWAY AVENUE,297808,N,N,Non Intersection,2500,PRINCES,FREEWAY,RAILWAY,AVENUE,Declared Road,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,Melbourne - West,2480513.34,2404943.424,-37.85637005,144.7785603
2480513.34,2404943.424,120,T20150027124,2015/12/29 00:00:00+00,23.:0.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,M,On PRINCES FREEWAY 760m N from Int RAILWAY AVENUE,297808,N,N,Non Intersection,2500,PRINCES,FREEWAY,RAILWAY,AVENUE,Declared Road,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,Melbourne - West,2480513.34,2404943.424,-37.85637005,144.7785603
2402698.695,2404815.094,121,T20160000010,2015/12/31 00:00:00+00,19.:5.00,1,5,Collision with some other object,A,1,19,3,Passengers,M,On SHELFORD-MT MERCER ROAD 621m N from Int GRAHAMS ROAD,297904,N,N,Non Intersection,9999,SHELFORD-MT MERCER,ROAD,GRAHAMS,ROAD,Non Declared Road,GOLDEN PLAINS,SOUTH WESTERN REGION,Country,2402698.695,2404815.094,-37.85263951,143.8943321
2516236.298,2409251.696,122,T20160000068,2016/01/01 00:00:00+00,20.:3.00,1,4,Collision with a fixed object,A,B,25,4,Motorcyclists,M,On WHITEHORSE ROAD 61m E from Int HUMPHREYS AVENUE,297977,N,N,Non Intersection,2720,WHITEHORSE,ROAD,HUMPHREYS,AVENUE,Declared Road,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2516236.298,2409251.696,-37.81761522,145.184409
2514060.288,2497401.786,123,T20160000223,2016/01/04 00:00:00+00,02.:0.00,1,8,No collision and no object struck,A,A,63,2,Drivers,M,On DELATITE ROAD 83m N from Int MELBOURNE CRESCENT,298122,N,N,Non Intersection,9999,DELATITE,ROAD,MELBOURNE,CRESCENT,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2514060.288,2497401.786,-37.02331038,145.1580323
2477732.5,2405194.455,124,T20160000605,2016/01/10 00:00:00+00,02.:1.00,3,1,Collision with vehicle,A,A,19,2,Drivers,F,At Int of SAYERS ROAD and FEDERATION TRAIL,278545,I,I,Intersection,5093,SAYERS,ROAD,FEDERATION,TRAIL,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2477732.5,2405194.455,-37.85404586,144.7469675
2749515.244,2533625.24,125,T20160000633,2016/01/10 00:00:00+00,06.:0.00,1,4,Collision with a fixed object,A,A,45,2,Drivers,M,On BENAMBRA-CORRYONG ROAD 6914m N from Int R W A P TRACK,298288,N,N,Non Intersection,3001,BENAMBRA-CORRYONG,ROAD,R W A P,TRACK,Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2749515.244,2533625.24,-36.66398203,147.7917165
2543587.377,2365013.165,126,T20160000638,2016/01/10 00:00:00+00,16.:5.00,2,1,Collision with vehicle,A,B,41,4,Motorcyclists,M,At Int of SOUTH GIPPSLAND HIGHWAY and SYBELLA AVENUE,35703,I,I,Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,SYBELLA,AVENUE,Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2543587.377,2365013.165,-38.21528449,145.4976805
2645216.489,2608590.969,127,T20160000847,2016/01/13 00:00:00+00,04.:5.00,2,1,Collision with vehicle,A,B,41,2,Drivers,M,On GOORAMADDA ROAD 90m SE from Int MIA MIA ROAD,298408,N,N,Non Intersection,9999,GOORAMADDA,ROAD,MIA MIA,ROAD,Non Declared Road,INDIGO,NORTH EASTERN REGION,Country,2645216.489,2608590.969,-36.01025157,146.6108776
2506215.519,2392657.54,128,T20160000968,2016/01/14 00:00:00+00,20.:3.00,2,1,Collision with vehicle,A,B,22,4,Motorcyclists,M,At Int of CENTRE DANDENONG ROAD and HERALD STREET,42784,I,I,Intersection,5841,CENTRE DANDENONG,ROAD,HERALD,STREET,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2506215.519,2392657.54,-37.96724507,145.0707349
2520568.67,2390430.189,129,T20160001085,2016/01/16 00:00:00+00,15.:0.00,1,4,Collision with a fixed object,A,A,73,2,Drivers,M,On KIDDS ROAD 45m W from Int BETULA STREET,298608,N,N,Non Intersection,9999,KIDDS,ROAD,BETULA,STREET,Non Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2520568.67,2390430.189,-37.98710507,145.2341409
